operator_id,operator_name,factory_id,primary_shift,experience_years,skill_level,safety_training_status,attendance_rate,operator_error_factor
OPR0319,Aman Mehta,FAC010,Morning,1.3,Junior,Certified,0.822,0.032
OPR0320,Aman Singh,FAC005,Morning,13.1,Senior,Certified,0.946,0.006
OPR0321,Ananya Sharma,FAC003,Night,9.4,Senior,Certified,0.808,0.006
OPR0322,Kavya Verma,FAC009,Evening,15.3,Senior,Expired,0.833,0.026
OPR0323,Arjun Singh,FAC009,Evening,10.8,Senior,Certified,0.962,0.006
OPR0324,Rohan Singh,FAC001,Morning,10.9,Senior,Certified,0.988,0.006
OPR0325,Rohan Verma,FAC003,Morning,16.3,Senior,Certified,0.807,0.006
OPR0326,Aman Gupta,FAC008,Evening,7.0,Intermediate,Certified,0.846,0.016
OPR0327,Rohan Reddy,FAC002,Morning,19.3,Senior,Certified,0.76,0.006
OPR0328,Vivaan Singh,FAC010,Evening,19.8,Senior,Certified,0.787,0.006
OPR0329,Nitin Mehta,FAC007,Morning,3.9,Intermediate,Certified,0.845,0.016
OPR0330,Pooja Gupta,FAC008,Morning,13.6,Senior,Certified,0.873,0.006
OPR0331,Kavya Reddy,FAC002,Morning,12.1,Senior,Expired,0.946,0.026
OPR0332,Karan Sharma,FAC007,Night,17.6,Senior,Certified,0.934,0.006
OPR0333,Rohan Singh,FAC009,Morning,16.1,Senior,Certified,0.841,0.006
OPR0334,Simran Patel,FAC010,Evening,15.1,Senior,Certified,0.995,0.006
OPR0335,Neha Reddy,FAC005,Evening,4.9,Intermediate,Certified,0.806,0.016
OPR0336,Kavya Nair,FAC001,Evening,13.9,Senior,Certified,0.925,0.006
OPR0337,Vivaan Gupta,FAC001,Evening,18.0,Senior,Expired,0.956,0.026
OPR0338,Meera Mehta,FAC010,Morning,10.0,Senior,Certified,0.911,0.006
OPR0339,Simran Reddy,FAC006,Morning,5.8,Intermediate,Certified,0.776,0.016
OPR0340,Rahul Mehta,FAC010,Night,2.0,Junior,Certified,0.895,0.032
OPR0341,Priya Gupta,FAC004,Evening,15.9,Senior,Certified,0.968,0.006
OPR0342,Rahul Yadav,FAC004,Morning,12.1,Senior,Certified,0.839,0.006
OPR0343,Ananya Gupta,FAC005,Evening,5.7,Intermediate,Certified,0.869,0.016
OPR0344,Vivaan Nair,FAC001,Evening,9.5,Senior,Certified,0.909,0.006
OPR0345,Vikram Reddy,FAC010,Evening,4.0,Intermediate,Certified,0.841,0.016
OPR0346,Arjun Gupta,FAC010,Evening,5.4,Intermediate,Certified,0.951,0.016
OPR0347,Aman Yadav,FAC004,Night,10.1,Senior,Certified,0.92,0.006
OPR0348,Vikram Reddy,FAC008,Morning,18.3,Senior,Certified,0.857,0.006
OPR0349,Rahul Kumar,FAC005,Evening,18.3,Senior,Certified,0.83,0.006
OPR0350,Simran Kumar,FAC008,Evening,2.8,Junior,Certified,0.949,0.032
OPR0351,Sai Kumar,FAC007,Evening,6.5,Intermediate,Certified,0.768,0.016
OPR0352,Vivaan Verma,FAC007,Night,11.1,Senior,Certified,0.807,0.006
OPR0353,Priya Yadav,FAC004,Morning,15.8,Senior,Certified,0.912,0.006
OPR0354,Vikram Nair,FAC003,Evening,15.3,Senior,Certified,0.778,0.006
OPR0355,Aditya Gupta,FAC008,Night,1.3,Junior,Certified,0.947,0.032
OPR0356,Kavya Yadav,FAC004,Morning,11.8,Senior,Certified,0.813,0.006
OPR0357,Simran Sharma,FAC003,Morning,12.0,Senior,Certified,0.915,0.006
OPR0358,Nitin Singh,FAC004,Night,12.3,Senior,Certified,0.822,0.006
OPR0359,Nitin Patel,FAC007,Evening,5.4,Intermediate,Certified,0.779,0.016
OPR0360,Riya Sharma,FAC001,Night,8.6,Senior,Certified,0.79,0.006
OPR0361,Aditya Mehta,FAC008,Morning,19.2,Senior,Certified,0.767,0.006
OPR0362,Kavya Reddy,FAC001,Evening,5.2,Intermediate,Certified,0.869,0.016
OPR0363,Kavya Nair,FAC001,Morning,11.4,Senior,Certified,0.789,0.006
OPR0364,Karan Singh,FAC001,Morning,0.5,Junior,Certified,0.836,0.032
OPR0365,Riya Sharma,FAC004,Morning,4.0,Intermediate,Not Certified,0.763,0.036
OPR0366,Aditya Nair,FAC001,Morning,10.3,Senior,Not Certified,0.826,0.026
OPR0367,Arjun Nair,FAC001,Morning,5.7,Intermediate,Certified,0.769,0.016
OPR0368,Nitin Mehta,FAC001,Morning,2.1,Junior,Certified,0.952,0.032
OPR0369,Karan Reddy,FAC007,Night,18.2,Senior,Certified,0.853,0.006
OPR0370,Rohan Reddy,FAC008,Evening,10.3,Senior,Certified,0.902,0.006
OPR0371,Meera Gupta,FAC009,Evening,0.5,Junior,Not Certified,0.776,0.052
OPR0372,Riya Nair,FAC001,Evening,6.2,Intermediate,Certified,0.925,0.016
OPR0373,Ishaan Gupta,FAC008,Morning,0.3,Junior,Certified,0.944,0.032
OPR0374,Sai Yadav,FAC001,Night,5.4,Intermediate,Certified,0.924,0.016
OPR0375,Priya Verma,FAC009,Morning,4.7,Intermediate,Certified,0.974,0.016
OPR0376,Vikram Yadav,FAC002,Night,7.0,Intermediate,Expired,0.905,0.036
OPR0377,Meera Nair,FAC001,Evening,9.5,Senior,Certified,0.923,0.006
OPR0378,Aditya Nair,FAC006,Evening,13.4,Senior,Certified,0.858,0.006
OPR0379,Riya Mehta,FAC010,Morning,4.0,Intermediate,Certified,0.946,0.016
OPR0380,Nitin Patel,FAC010,Evening,17.6,Senior,Certified,0.914,0.006
OPR0381,Simran Singh,FAC008,Morning,11.4,Senior,Certified,0.93,0.006
OPR0382,Rahul Gupta,FAC004,Morning,16.1,Senior,Certified,0.925,0.006
OPR0383,Vikram Sharma,FAC002,Evening,3.0,Intermediate,Certified,0.9,0.016
OPR0384,Aman Sharma,FAC003,Morning,17.3,Senior,Certified,0.917,0.006
OPR0385,Arjun Gupta,FAC005,Evening,19.9,Senior,Certified,0.812,0.006
OPR0386,Neha Reddy,FAC001,Morning,9.7,Senior,Certified,0.873,0.006
OPR0387,Neha Gupta,FAC009,Morning,2.8,Junior,Certified,0.961,0.032
OPR0388,Vivaan Gupta,FAC003,Morning,18.4,Senior,Certified,0.991,0.006
OPR0389,Priya Kumar,FAC003,Morning,19.2,Senior,Not Certified,0.87,0.026
OPR0390,Simran Patel,FAC005,Night,7.2,Intermediate,Certified,0.941,0.016
OPR0391,Simran Verma,FAC010,Morning,14.5,Senior,Expired,0.776,0.026
OPR0392,Sai Singh,FAC005,Evening,2.9,Junior,Certified,0.901,0.032
OPR0393,Kavya Singh,FAC006,Evening,6.5,Intermediate,Not Certified,0.807,0.036
OPR0394,Rahul Singh,FAC004,Morning,12.9,Senior,Certified,0.966,0.006
OPR0395,Simran Gupta,FAC010,Morning,1.3,Junior,Certified,0.955,0.032
OPR0396,Karan Nair,FAC006,Evening,17.9,Senior,Certified,0.881,0.006
OPR0397,Pooja Yadav,FAC003,Evening,7.9,Intermediate,Certified,0.784,0.016
OPR0398,Vivaan Reddy,FAC003,Night,19.9,Senior,Certified,0.864,0.006
OPR0399,Ishaan Kumar,FAC007,Morning,4.0,Intermediate,Certified,0.869,0.016
OPR0400,Simran Singh,FAC001,Evening,13.2,Senior,Certified,0.786,0.006
OPR0401,Vivaan Gupta,FAC004,Evening,4.6,Intermediate,Certified,0.995,0.016
OPR0402,Riya Gupta,FAC006,Evening,11.4,Senior,Certified,0.87,0.006
OPR0403,Aditya Reddy,FAC003,Night,15.3,Senior,Certified,0.831,0.006
OPR0404,Aditya Patel,FAC009,Morning,11.1,Senior,Certified,0.919,0.006
OPR0405,Aditya Gupta,FAC005,Evening,19.4,Senior,Certified,0.883,0.006
OPR0406,Vikram Gupta,FAC002,Morning,10.4,Senior,Certified,0.927,0.006
OPR0407,Vivaan Nair,FAC003,Morning,3.5,Intermediate,Certified,0.803,0.016
OPR0408,Riya Gupta,FAC007,Morning,1.4,Junior,Certified,0.891,0.032
OPR0409,Meera Gupta,FAC001,Morning,18.8,Senior,Certified,0.909,0.006
OPR0410,Rahul Sharma,FAC008,Morning,5.7,Intermediate,Certified,0.784,0.016
OPR0411,Pooja Yadav,FAC007,Morning,19.0,Senior,Certified,0.918,0.006
OPR0412,Aditya Reddy,FAC010,Night,16.1,Senior,Certified,0.771,0.006
OPR0413,Ananya Verma,FAC007,Morning,15.5,Senior,Certified,0.801,0.006
OPR0414,Rohan Nair,FAC006,Morning,8.1,Senior,Certified,0.916,0.006
OPR0415,Vivaan Reddy,FAC005,Evening,17.3,Senior,Certified,0.877,0.006
OPR0416,Nitin Verma,FAC007,Morning,13.1,Senior,Certified,0.798,0.006
OPR0417,Meera Singh,FAC007,Evening,14.9,Senior,Certified,0.897,0.006
OPR0418,Vikram Nair,FAC004,Night,18.1,Senior,Certified,0.777,0.006
OPR0419,Aarav Singh,FAC004,Night,10.8,Senior,Certified,0.918,0.006
OPR0420,Priya Kumar,FAC006,Morning,19.0,Senior,Certified,0.936,0.006
OPR0421,Riya Singh,FAC005,Night,7.6,Intermediate,Certified,0.801,0.016
OPR0422,Meera Verma,FAC007,Morning,0.7,Junior,Certified,0.931,0.032
OPR0423,Kavya Nair,FAC009,Evening,14.2,Senior,Not Certified,0.928,0.026
OPR0424,Ishaan Gupta,FAC001,Morning,7.1,Intermediate,Certified,0.807,0.016
OPR0425,Rohan Verma,FAC006,Night,1.6,Junior,Certified,0.969,0.032
OPR0426,Simran Singh,FAC006,Evening,9.8,Senior,Certified,0.921,0.006
OPR0427,Rahul Reddy,FAC007,Evening,1.9,Junior,Certified,0.856,0.032
OPR0428,Arjun Verma,FAC006,Morning,2.3,Junior,Certified,0.785,0.032
OPR0429,Aditya Reddy,FAC006,Morning,6.2,Intermediate,Certified,0.937,0.016
OPR0430,Kavya Mehta,FAC006,Night,1.6,Junior,Certified,0.84,0.032
OPR0431,Karan Verma,FAC004,Evening,9.1,Senior,Certified,0.958,0.006
OPR0432,Meera Sharma,FAC001,Evening,19.5,Senior,Certified,0.919,0.006
OPR0433,Vivaan Verma,FAC003,Morning,18.9,Senior,Certified,0.783,0.006
OPR0434,Aarav Patel,FAC001,Morning,4.1,Intermediate,Certified,0.962,0.016
OPR0435,Ishaan Yadav,FAC010,Morning,13.3,Senior,Certified,0.928,0.006
OPR0436,Karan Yadav,FAC007,Morning,2.2,Junior,Certified,0.897,0.032
OPR0437,Aarav Nair,FAC007,Night,1.6,Junior,Certified,0.89,0.032
OPR0438,Neha Yadav,FAC003,Morning,11.4,Senior,Expired,0.859,0.026
OPR0439,Rohan Verma,FAC001,Night,0.7,Junior,Certified,0.987,0.032
OPR0440,Neha Singh,FAC006,Morning,17.0,Senior,Certified,0.923,0.006
OPR0441,Sai Singh,FAC003,Night,0.8,Junior,Certified,0.977,0.032
OPR0442,Aman Reddy,FAC009,Night,14.1,Senior,Certified,0.836,0.006
OPR0443,Neha Reddy,FAC010,Evening,9.3,Senior,Certified,0.787,0.006
OPR0444,Aditya Mehta,FAC007,Night,6.1,Intermediate,Certified,0.914,0.016
OPR0445,Pooja Patel,FAC010,Evening,9.6,Senior,Certified,0.855,0.006
OPR0446,Vivaan Reddy,FAC003,Evening,1.1,Junior,Certified,0.825,0.032
OPR0447,Riya Yadav,FAC001,Morning,19.6,Senior,Certified,0.969,0.006
OPR0448,Aman Verma,FAC004,Night,3.2,Intermediate,Not Certified,0.993,0.036
OPR0449,Sai Verma,FAC006,Morning,5.5,Intermediate,Certified,0.864,0.016
OPR0450,Sai Yadav,FAC006,Morning,10.7,Senior,Certified,0.92,0.006
OPR0451,Neha Gupta,FAC005,Evening,18.9,Senior,Certified,0.961,0.006
OPR0452,Ananya Verma,FAC009,Morning,13.3,Senior,Certified,0.814,0.006
OPR0453,Priya Reddy,FAC003,Morning,9.2,Senior,Certified,0.952,0.006
OPR0454,Ananya Gupta,FAC004,Morning,12.8,Senior,Certified,0.87,0.006
OPR0455,Meera Gupta,FAC007,Evening,0.4,Junior,Expired,0.762,0.052
OPR0456,Ishaan Verma,FAC009,Evening,17.0,Senior,Certified,0.876,0.006
OPR0457,Arjun Verma,FAC009,Morning,8.2,Senior,Certified,0.802,0.006
OPR0458,Neha Kumar,FAC008,Evening,17.2,Senior,Certified,0.861,0.006
OPR0459,Aarav Sharma,FAC005,Night,15.3,Senior,Certified,0.832,0.006
OPR0460,Sai Sharma,FAC007,Night,3.4,Intermediate,Certified,0.945,0.016
OPR0461,Aman Sharma,FAC006,Morning,2.5,Junior,Not Certified,0.809,0.052
OPR0462,Vikram Kumar,FAC006,Evening,14.3,Senior,Certified,0.914,0.006
OPR0463,Rahul Verma,FAC009,Night,10.2,Senior,Certified,0.809,0.006
OPR0464,Simran Singh,FAC004,Evening,6.9,Intermediate,Certified,0.866,0.016
OPR0465,Meera Patel,FAC008,Morning,7.6,Intermediate,Certified,0.984,0.016
OPR0466,Sai Nair,FAC007,Night,5.1,Intermediate,Certified,0.802,0.016
OPR0467,Aman Sharma,FAC003,Night,1.2,Junior,Expired,0.906,0.052
OPR0468,Rahul Reddy,FAC007,Evening,7.1,Intermediate,Certified,0.867,0.016
OPR0469,Kavya Mehta,FAC002,Night,19.7,Senior,Certified,0.825,0.006
OPR0470,Sai Nair,FAC008,Night,14.1,Senior,Not Certified,0.972,0.026
OPR0471,Riya Singh,FAC003,Evening,18.2,Senior,Certified,0.82,0.006
OPR0472,Nitin Sharma,FAC009,Evening,6.1,Intermediate,Certified,0.801,0.016
OPR0473,Riya Verma,FAC001,Night,10.3,Senior,Certified,0.936,0.006
OPR0474,Ananya Verma,FAC007,Morning,10.0,Senior,Certified,0.843,0.006
OPR0475,Sai Patel,FAC006,Evening,13.5,Senior,Certified,0.815,0.006
OPR0476,Vikram Patel,FAC001,Evening,12.8,Senior,Certified,0.936,0.006
OPR0477,Pooja Sharma,FAC002,Night,7.2,Intermediate,Certified,0.866,0.016
OPR0478,Rohan Sharma,FAC002,Morning,15.2,Senior,Certified,0.987,0.006
OPR0479,Vivaan Mehta,FAC006,Morning,4.5,Intermediate,Certified,0.808,0.016
OPR0480,Sai Sharma,FAC004,Evening,13.1,Senior,Certified,0.853,0.006
OPR0481,Aman Sharma,FAC010,Evening,10.1,Senior,Certified,0.93,0.006
OPR0482,Vikram Nair,FAC008,Night,14.0,Senior,Certified,0.951,0.006
OPR0483,Ishaan Nair,FAC007,Morning,9.4,Senior,Certified,0.88,0.006
OPR0484,Rahul Mehta,FAC002,Morning,13.6,Senior,Not Certified,0.791,0.026
OPR0485,Pooja Yadav,FAC005,Evening,3.0,Intermediate,Certified,0.84,0.016
OPR0486,Nitin Gupta,FAC003,Morning,6.5,Intermediate,Expired,0.894,0.036
OPR0487,Aarav Sharma,FAC005,Morning,14.5,Senior,Certified,0.935,0.006
OPR0488,Vikram Yadav,FAC005,Morning,0.2,Junior,Certified,0.772,0.032
OPR0489,Pooja Verma,FAC004,Night,12.1,Senior,Not Certified,0.807,0.026
OPR0490,Ananya Mehta,FAC009,Morning,17.4,Senior,Certified,0.944,0.006
OPR0491,Aman Gupta,FAC001,Morning,18.3,Senior,Certified,0.896,0.006
OPR0492,Arjun Kumar,FAC009,Evening,17.2,Senior,Certified,0.916,0.006
OPR0493,Priya Kumar,FAC002,Night,10.2,Senior,Certified,0.825,0.006
OPR0494,Pooja Singh,FAC005,Night,6.2,Intermediate,Certified,0.829,0.016
OPR0495,Aarav Verma,FAC006,Morning,11.2,Senior,Certified,0.818,0.006
OPR0496,Neha Sharma,FAC002,Morning,10.2,Senior,Certified,0.966,0.006
OPR0497,Meera Kumar,FAC009,Morning,13.3,Senior,Certified,0.969,0.006
OPR0498,Arjun Gupta,FAC005,Morning,17.4,Senior,Certified,0.769,0.006
OPR0499,Nitin Nair,FAC010,Night,19.6,Senior,Certified,0.902,0.006
OPR0500,Karan Sharma,FAC004,Night,15.0,Senior,Certified,0.988,0.006
OPR0501,Arjun Yadav,FAC007,Morning,5.7,Intermediate,Certified,0.821,0.016
OPR0502,Ishaan Sharma,FAC001,Morning,13.4,Senior,Certified,0.877,0.006
OPR0503,Rohan Singh,FAC001,Evening,10.1,Senior,Certified,0.858,0.006
OPR0504,Priya Reddy,FAC008,Morning,11.5,Senior,Certified,0.981,0.006
OPR0505,Vikram Patel,FAC004,Evening,18.4,Senior,Certified,0.976,0.006
OPR0506,Ishaan Sharma,FAC007,Morning,16.2,Senior,Certified,0.978,0.006
OPR0507,Kavya Nair,FAC009,Morning,11.1,Senior,Certified,0.838,0.006
OPR0508,Meera Gupta,FAC004,Evening,4.5,Intermediate,Certified,0.87,0.016
OPR0509,Simran Patel,FAC007,Evening,15.2,Senior,Certified,0.885,0.006
OPR0510,Rahul Sharma,FAC005,Evening,6.6,Intermediate,Certified,0.944,0.016
OPR0511,Vivaan Nair,FAC006,Morning,7.6,Intermediate,Certified,0.791,0.016
OPR0512,Ishaan Nair,FAC009,Morning,6.9,Intermediate,Certified,0.959,0.016
OPR0513,Ananya Patel,FAC005,Morning,2.3,Junior,Certified,0.894,0.032
OPR0514,Neha Reddy,FAC004,Evening,19.0,Senior,Certified,0.913,0.006
OPR0515,Aditya Sharma,FAC008,Morning,6.2,Intermediate,Certified,0.864,0.016
OPR0516,Neha Kumar,FAC003,Morning,3.0,Intermediate,Certified,0.8,0.016
OPR0517,Ishaan Yadav,FAC005,Morning,3.2,Intermediate,Certified,0.984,0.016
OPR0518,Aarav Verma,FAC010,Night,3.1,Intermediate,Certified,0.991,0.016
OPR0519,Pooja Gupta,FAC004,Morning,0.8,Junior,Certified,0.941,0.032
OPR0520,Meera Gupta,FAC009,Night,8.3,Senior,Certified,0.921,0.006
OPR0521,Nitin Nair,FAC002,Evening,14.2,Senior,Certified,0.892,0.006
OPR0522,Riya Mehta,FAC006,Night,18.3,Senior,Certified,0.82,0.006
OPR0523,Sai Nair,FAC004,Evening,0.5,Junior,Certified,0.959,0.032
OPR0524,Ananya Kumar,FAC006,Morning,0.7,Junior,Certified,0.904,0.032
OPR0525,Vikram Mehta,FAC004,Morning,4.2,Intermediate,Certified,0.94,0.016
OPR0526,Ananya Reddy,FAC001,Morning,0.2,Junior,Certified,0.976,0.032
OPR0527,Ananya Kumar,FAC002,Night,7.3,Intermediate,Not Certified,0.88,0.036
OPR0528,Vivaan Mehta,FAC004,Morning,1.6,Junior,Certified,0.781,0.032
OPR0529,Kavya Yadav,FAC008,Night,7.9,Intermediate,Certified,0.985,0.016
OPR0530,Neha Yadav,FAC006,Night,8.8,Senior,Certified,0.852,0.006
OPR0531,Rohan Kumar,FAC004,Evening,0.3,Junior,Expired,0.805,0.052
OPR0532,Simran Singh,FAC002,Evening,9.2,Senior,Certified,0.775,0.006
OPR0533,Aman Kumar,FAC010,Night,14.6,Senior,Expired,0.846,0.026
OPR0534,Meera Kumar,FAC008,Evening,10.9,Senior,Certified,0.786,0.006
OPR0535,Ananya Yadav,FAC005,Night,2.0,Junior,Certified,0.984,0.032
OPR0536,Vivaan Sharma,FAC002,Evening,8.2,Senior,Certified,0.944,0.006
OPR0537,Vikram Kumar,FAC007,Night,13.6,Senior,Certified,0.928,0.006
OPR0538,Karan Nair,FAC008,Evening,12.3,Senior,Expired,0.976,0.026
OPR0539,Vivaan Verma,FAC001,Night,14.9,Senior,Certified,0.916,0.006
OPR0540,Aditya Mehta,FAC001,Morning,14.4,Senior,Certified,0.824,0.006
OPR0541,Aarav Yadav,FAC004,Morning,3.9,Intermediate,Expired,0.819,0.036
OPR0542,Nitin Nair,FAC008,Evening,12.0,Senior,Certified,0.939,0.006
OPR0543,Pooja Sharma,FAC004,Morning,15.4,Senior,Certified,0.947,0.006
OPR0544,Priya Mehta,FAC005,Morning,19.6,Senior,Certified,0.767,0.006
OPR0545,Rohan Verma,FAC009,Night,12.0,Senior,Certified,0.979,0.006
OPR0546,Vikram Sharma,FAC008,Night,4.6,Intermediate,Not Certified,0.77,0.036
OPR0547,Simran Yadav,FAC004,Morning,15.1,Senior,Certified,0.891,0.006
OPR0548,Aarav Reddy,FAC006,Morning,7.6,Intermediate,Expired,0.941,0.036
OPR0549,Arjun Kumar,FAC009,Morning,13.6,Senior,Certified,0.896,0.006
OPR0550,Sai Sharma,FAC007,Evening,19.8,Senior,Certified,0.928,0.006
OPR0551,Sai Reddy,FAC004,Night,12.3,Senior,Certified,0.908,0.006
OPR0552,Simran Patel,FAC001,Morning,0.6,Junior,Certified,0.906,0.032
OPR0553,Priya Gupta,FAC002,Night,15.1,Senior,Certified,0.834,0.006
OPR0554,Arjun Verma,FAC008,Morning,0.5,Junior,Certified,0.923,0.032
OPR0555,Kavya Kumar,FAC002,Evening,8.7,Senior,Certified,0.937,0.006
OPR0556,Karan Singh,FAC002,Morning,3.2,Intermediate,Certified,0.768,0.016
OPR0557,Simran Singh,FAC004,Night,17.3,Senior,Certified,0.988,0.006
OPR0558,Sai Patel,FAC006,Evening,3.1,Intermediate,Certified,0.96,0.016
OPR0559,Kavya Verma,FAC006,Night,2.2,Junior,Certified,0.955,0.032
OPR0560,Aman Singh,FAC001,Evening,1.4,Junior,Certified,0.969,0.032
OPR0561,Vivaan Gupta,FAC004,Morning,5.8,Intermediate,Certified,0.892,0.016
OPR0562,Simran Singh,FAC002,Morning,13.0,Senior,Certified,0.987,0.006
OPR0563,Meera Reddy,FAC004,Evening,14.8,Senior,Certified,0.836,0.006
OPR0564,Ishaan Reddy,FAC006,Evening,3.6,Intermediate,Certified,0.811,0.016
OPR0565,Ananya Yadav,FAC006,Evening,11.4,Senior,Certified,0.884,0.006
OPR0566,Kavya Reddy,FAC009,Morning,15.3,Senior,Certified,0.822,0.006
OPR0567,Rohan Sharma,FAC003,Evening,2.0,Junior,Certified,0.956,0.032
OPR0568,Nitin Singh,FAC005,Evening,10.0,Senior,Certified,0.865,0.006
OPR0569,Rahul Patel,FAC007,Night,11.7,Senior,Certified,0.77,0.006
OPR0570,Aman Verma,FAC009,Evening,7.7,Intermediate,Expired,0.989,0.036
OPR0571,Rahul Nair,FAC001,Evening,17.4,Senior,Certified,0.929,0.006
OPR0572,Aman Patel,FAC004,Morning,16.3,Senior,Certified,0.781,0.006
OPR0573,Arjun Patel,FAC004,Night,1.1,Junior,Certified,0.989,0.032
OPR0574,Aman Reddy,FAC006,Night,16.3,Senior,Certified,0.858,0.006
OPR0575,Rahul Verma,FAC009,Evening,18.0,Senior,Certified,0.783,0.006
OPR0576,Sai Mehta,FAC004,Evening,12.1,Senior,Certified,0.949,0.006
OPR0577,Karan Yadav,FAC004,Morning,13.0,Senior,Certified,0.965,0.006
OPR0578,Priya Singh,FAC003,Night,10.1,Senior,Certified,0.871,0.006
OPR0579,Karan Patel,FAC006,Night,14.9,Senior,Certified,0.904,0.006
OPR0580,Ananya Gupta,FAC005,Evening,20.0,Senior,Certified,0.933,0.006
OPR0581,Simran Reddy,FAC006,Morning,11.0,Senior,Not Certified,0.882,0.026
OPR0582,Priya Nair,FAC009,Night,18.9,Senior,Certified,0.962,0.006
OPR0583,Sai Yadav,FAC005,Night,2.5,Junior,Certified,0.961,0.032
OPR0584,Aarav Singh,FAC008,Morning,19.5,Senior,Certified,0.897,0.006
OPR0585,Meera Sharma,FAC007,Morning,14.2,Senior,Certified,0.926,0.006
OPR0586,Aditya Gupta,FAC007,Morning,15.2,Senior,Certified,0.952,0.006
OPR0587,Nitin Nair,FAC008,Evening,3.2,Intermediate,Certified,0.824,0.016
OPR0588,Aditya Sharma,FAC004,Evening,12.4,Senior,Certified,0.911,0.006
OPR0589,Ishaan Verma,FAC001,Morning,6.2,Intermediate,Certified,0.988,0.016
OPR0590,Sai Kumar,FAC010,Night,13.5,Senior,Certified,0.902,0.006
OPR0591,Karan Yadav,FAC002,Night,9.1,Senior,Expired,0.835,0.026
OPR0592,Riya Singh,FAC001,Evening,13.8,Senior,Certified,0.904,0.006
OPR0593,Karan Sharma,FAC008,Morning,13.0,Senior,Certified,0.976,0.006
OPR0594,Sai Mehta,FAC003,Evening,6.9,Intermediate,Not Certified,0.922,0.036
OPR0595,Arjun Mehta,FAC004,Morning,16.3,Senior,Certified,0.909,0.006
OPR0596,Ishaan Nair,FAC009,Evening,2.2,Junior,Certified,0.949,0.032
OPR0597,Simran Patel,FAC007,Night,1.7,Junior,Certified,0.919,0.032
OPR0598,Vikram Sharma,FAC009,Evening,13.1,Senior,Certified,0.852,0.006
OPR0599,Ishaan Patel,FAC004,Night,3.8,Intermediate,Certified,0.813,0.016
OPR0600,Riya Sharma,FAC008,Morning,15.4,Senior,Certified,0.974,0.006
OPR0601,Sai Kumar,FAC001,Evening,6.9,Intermediate,Certified,0.978,0.016
OPR0602,Ishaan Kumar,FAC008,Evening,10.8,Senior,Certified,0.853,0.006
OPR0603,Rahul Nair,FAC010,Night,11.0,Senior,Certified,0.941,0.006
OPR0604,Kavya Yadav,FAC010,Night,7.5,Intermediate,Expired,0.906,0.036
OPR0605,Riya Kumar,FAC009,Evening,13.9,Senior,Certified,0.949,0.006
OPR0606,Aditya Yadav,FAC007,Morning,12.7,Senior,Expired,0.847,0.026
OPR0607,Pooja Reddy,FAC001,Night,15.2,Senior,Not Certified,0.929,0.026
OPR0608,Meera Nair,FAC005,Night,4.2,Intermediate,Expired,0.93,0.036
OPR0609,Meera Reddy,FAC002,Morning,9.0,Senior,Certified,0.886,0.006
OPR0610,Aarav Reddy,FAC001,Night,17.1,Senior,Certified,0.875,0.006
OPR0611,Rahul Sharma,FAC005,Night,18.4,Senior,Certified,0.788,0.006
OPR0612,Rahul Singh,FAC003,Evening,1.3,Junior,Certified,0.948,0.032
OPR0613,Riya Yadav,FAC010,Night,3.7,Intermediate,Certified,0.815,0.016
OPR0614,Vikram Reddy,FAC001,Evening,5.5,Intermediate,Certified,0.812,0.016
OPR0615,Nitin Nair,FAC007,Night,13.2,Senior,Certified,0.894,0.006
OPR0616,Aman Yadav,FAC010,Morning,8.5,Senior,Certified,0.927,0.006
OPR0617,Meera Patel,FAC008,Evening,4.6,Intermediate,Certified,0.822,0.016
OPR0618,Pooja Sharma,FAC005,Evening,11.6,Senior,Certified,0.975,0.006
OPR0619,Karan Patel,FAC006,Morning,17.4,Senior,Certified,0.937,0.006
OPR0620,Karan Mehta,FAC001,Evening,13.7,Senior,Certified,0.846,0.006
OPR0621,Meera Gupta,FAC001,Morning,2.0,Junior,Certified,0.898,0.032
OPR0622,Simran Yadav,FAC001,Night,13.0,Senior,Certified,0.861,0.006
OPR0623,Simran Gupta,FAC003,Evening,12.1,Senior,Certified,0.802,0.006
OPR0624,Pooja Verma,FAC010,Night,3.1,Intermediate,Certified,0.763,0.016
OPR0625,Pooja Gupta,FAC006,Evening,19.1,Senior,Certified,0.863,0.006
OPR0626,Aditya Kumar,FAC010,Evening,9.0,Senior,Certified,0.806,0.006
OPR0627,Rohan Patel,FAC005,Night,1.4,Junior,Certified,0.93,0.032
OPR0628,Aarav Yadav,FAC010,Morning,1.5,Junior,Certified,0.867,0.032
OPR0629,Nitin Nair,FAC004,Morning,3.0,Intermediate,Certified,0.965,0.016
OPR0630,Neha Kumar,FAC007,Night,15.6,Senior,Certified,0.817,0.006
OPR0631,Rohan Kumar,FAC002,Night,16.4,Senior,Certified,0.971,0.006
OPR0632,Rahul Patel,FAC007,Morning,13.5,Senior,Certified,0.971,0.006
OPR0633,Riya Singh,FAC009,Night,14.2,Senior,Certified,0.961,0.006
OPR0634,Nitin Sharma,FAC007,Morning,14.7,Senior,Certified,0.858,0.006
OPR0635,Vivaan Sharma,FAC007,Evening,12.3,Senior,Not Certified,0.989,0.026
OPR0636,Arjun Reddy,FAC004,Evening,11.4,Senior,Certified,0.903,0.006
OPR0637,Riya Singh,FAC003,Evening,8.8,Senior,Certified,0.957,0.006
